variant,hit_rate,avg_latency_ms,p95_latency_ms,p99_latency_ms,queries_per_second,total_queries,total_time_s,avg_memory_mb,avg_cpu_percent
baseline,0.25,20.299285650253296,26.931619644165036,29.03820991516113,48.56640488176257,8,0.16472291946411133,503.0947265625,75.9875
